exercise_ssn,submission_id
00001-20622,149913773
00001-20622,149913774
00001-20622,149913777
00001-20622,149913778
00001-20622,149913782
00001-20623,149823219
00001-20623,149823224
00001-20623,149823227
00001-20624,147747098
00001-20624,147747124
00001-20624,147747131
00001-20624,147747145
00001-20624,147747161
00001-20624,147747179
00001-20624,147747201
00001-20624,147747213
00001-20624,147747272
00001-20624,147747285
00001-20625,147746959
00001-20625,147746964
00001-20625,147746977
00001-20625,147746995
00001-20625,147747006
00001-20625,147747019
00001-20625,147747033
00001-20643,147767881
00001-20644,147767905
00001-20645,147767917
00001-20645,147767918
00001-20646,147767925
00001-20647,147767934
00001-20647,147767936
00001-20647,147767937
00001-20648,147768089
00001-20648,147768091
00001-20649,147768109
00001-20649,147768117
00001-20649,147768130
00001-20649,147768143
00001-20649,147768144
00001-20651,148100147
00001-20651,148100148
00001-20651,148100150
00001-20651,148100154
00001-20652,148100313
00001-20652,148100315
00001-20652,148100323
00001-20654,148100354
00001-20654,148100356
00001-20655,149810267
00001-20655,149810275
00001-20656,149810334
00001-20660,149811595
00001-20660,149811600
00001-20660,149811603
00001-20660,149811605
00001-20660,149811607
00001-20660,149811608
00001-20660,149811611
00001-20660,149811631
00001-20661,149811567
00001-20665,147664641
00001-20666,147664646
00001-20666,147664649
00001-20667,147664660
00001-20668,147493009
00001-20668,147493013
00001-20668,147493014
00001-20668,147493021
00001-20668,147493036
00001-20668,147493043
00001-20668,147493051
00001-20668,147493067
00001-20668,147493069
00001-20668,147493071
00001-20668,147493074
00001-20668,147493077
00001-20668,147493120
00001-20668,147493132
00001-20668,147493146
00001-20668,147493151
00001-20668,147493162
00001-20668,147493171
00001-20668,147493180
00001-20668,147493182
00001-20668,147493186
00001-20668,147493215
00001-20668,147493227
00001-20668,147493229
00001-20669,147493236
00001-20669,147493237
00001-20669,147493256
00001-20669,147493266
00001-20670,147493273
00001-20670,147493276
00001-20670,147493278
00001-20670,147493281
00001-20670,147493282
00001-20670,147493284
00001-20671,147493289
00001-20673,147493762
00001-20673,147493766
00001-20673,147493866
00001-20673,147493879
00001-20673,147493885
00001-20673,147493890
00001-20679,149823346
00001-20679,149823347
00001-20679,149823348
00001-20717,149811478
00001-20717,149811559
00001-20718,149811665
00001-20756,147665108
00001-20756,147665114
00001-20756,147665117
00001-20756,147665118
00001-20756,147665122
00001-20756,147665125
00001-20756,147665129
00001-20756,147665134
00001-20756,147665137
00001-20756,147665140
00001-20756,147665142
00001-20756,147665143
00001-20756,147665145
00001-20756,147665154
00001-20756,147665159
00001-20756,147665175
00001-20756,147665179
00001-20756,147665182
00001-20756,147665184
00001-20756,147665187
00001-20756,147665188
00001-20756,147665191
00001-20756,147665192
00001-20757,147566684
00001-20757,147597423
00001-20757,147597470
00001-20758,147486860
00001-20758,147486878
00001-20758,147486890
00001-20758,147486914
00001-20758,147486958
00001-20758,147486975
00001-20768,147747388
00001-20768,147747418
00001-20768,147747434
00001-20768,147747443
00001-20768,147747462
00001-20768,147747472
00001-20768,147747487
00001-20768,147747512
00001-20768,147747547
00001-20768,147747555
00001-20768,147747562
00001-20768,147747568
00001-20768,147747576
00001-20768,147747588
00001-20768,147747765
00001-20768,147747878
00001-20768,147747892
00001-20768,147747979
00001-20768,147748011
00001-20768,147748080
00001-20768,147748191
00001-20768,147748207
00001-20768,147748276
00001-20768,147748299
00001-20768,147748552
00001-20768,147748580
00001-20768,147748591
00001-20768,147748608
00001-20768,147748622
00001-20768,147748729
00001-20768,147748757
00001-20768,147748815
00001-20768,147748830
00001-20768,147748848
00001-20768,147748990
00001-20768,147748997
00001-20768,147749003
00001-20768,147749010
00001-20768,147767829
00001-20768,147767833
00001-20768,147767843
00001-20768,147767845
00001-20768,147767849
00001-20768,147767850
00001-20768,147767851
00001-20768,147768093
00001-20768,147768095
00001-20768,147768099
00001-20768,147768102
00001-20768,147768103
00001-20768,147768105
00001-20768,148110412
00001-20768,148110422
00001-20768,148110447
00001-20768,148110483
00001-20769,147493295
00001-20787,149823033
00001-20787,149823057
00001-20787,149823061
00001-20787,149823062
00001-20787,149823063
00001-20787,149823064
00001-20807,147566500
00001-20808,147566503
00001-20808,147566505
00001-20809,147566509
00001-20809,147566510
00001-20810,147665801
00001-20812,147566522
00001-20812,147566524
00001-20813,147566545
00001-20814,147566553
00001-20815,147566568
00001-20816,147566576
00001-20816,147566578
00001-20817,147566580
00001-20818,147665793
00001-20819,147665788
00001-20820,147597580
00001-20820,147597599
00001-20820,147597728
00001-20820,147597743
00001-20820,147597763
00001-20821,147597789
00001-20821,147597810
00001-20821,147597824
00001-20822,147665796
00001-20822,147665798
00001-20828,147665816
00001-20828,147665822
00001-20840,149811677
00001-20840,149811679
00001-20840,149811680
00001-20840,149811682
00001-20841,149811735
00001-20841,149811738
00001-20841,149811756
00001-20841,149811758
00001-20842,149811767
00001-20842,149811770
00001-20842,149811788
00001-20842,149815818
00001-20842,149815869
00001-20842,165581314
00001-20843,149815288
00001-20843,149815291
00001-20843,149815293
00001-20844,149815503
00001-20844,149815506
00001-20845,149815607
00001-20845,149815612
00001-20845,149815616
00001-20845,149815802
00001-20845,149815806
00001-20845,149815808
00001-20845,149815811
00001-20845,149815813
00001-20845,149815827
00001-20845,149815829
00001-20845,149815834
00001-20845,149815838
00001-20845,149815856
00001-20845,149815859
00001-20845,149815891
00001-20845,149815897
00001-20845,149815931
00001-20845,149815935
00001-20845,149815937
00001-20845,149815941
00001-20845,149816000
00001-20845,149816003
00001-20845,149816200
00001-20845,149816204
00001-20845,149816206
00001-20845,149816209
00001-20845,149816212
00001-20845,149816434
00001-20845,149816453
00001-20845,149816468
00001-20845,149818931
00001-20845,149818933
00001-20845,149818935
00001-20845,149818946
00001-20845,149818948
00001-20845,149818955
00001-20845,149818957
00001-20845,149818962
00001-20845,149818963
00001-20845,149818981
00001-20845,149819025
00001-20845,149819031
00001-20845,149819032
00001-20845,149819037
00001-20845,149819042
00001-20845,149819051
00001-20845,149819112
00001-20845,149819118
00001-20845,149819125
00001-20845,149819126
00001-20845,149819128
00001-20845,149819136
00001-20845,149819138
00001-20845,149819141
00001-20845,149819143
00001-20845,149819151
00001-20845,149819155
00001-20845,149819156
00001-20845,149819168
00001-20845,149819170
00001-20845,149819171
00001-20845,149819184
00001-20845,149819185
00001-20845,149819187
00001-20845,149819189
00001-20845,149819191
00001-20845,149819195
00001-20845,149819196
00001-20845,149819197
00001-20845,149819202
00001-20845,149819203
00001-20845,149819205
00001-20845,149819207
00001-20845,149819216
00001-20845,149819217
00001-20845,149819219
00001-20845,149819220
00001-20845,149819221
00001-20845,149819224
00001-20845,149819225
00001-20845,149819229
00001-20845,149819235
00001-20845,149819236
00001-20845,149819238
00001-20845,149819241
00001-20845,149819243
00001-20845,149819245
00001-20845,149819246
00001-20845,149819257
00001-20845,149819258
00001-20845,149819259
00001-20845,149819260
00001-20845,149819264
00001-20845,149819265
00001-20845,149819266
00001-20845,149819267
00001-20845,149819270
00001-20845,149819280
00001-20845,149819287
00001-20845,149819293
00001-20845,149819295
00001-20845,149819319
00001-20845,149819430
00001-20845,149819444
00001-20845,149819589
00001-20845,149819590
00001-20845,149819609
00001-20845,149819649
00001-20845,149819656
00001-20845,149819657
00001-20845,149820498
00001-20845,149820499
00001-20845,149820501
00001-20845,149820513
00001-20845,149820520
00001-20845,149820538
00001-20845,149820540
00001-20845,149820542
00001-20845,149820545
00001-20845,149820550
00001-20845,149820551
00001-20845,149820561
00001-20845,149820565
00001-20845,149820566
00001-20845,149820575
00001-20845,149820594
00001-20845,149820599
00001-20845,149820601
00001-20845,149820604
00001-20845,149820616
00001-20845,149820619
00001-20845,149820621
00001-20845,149820625
00001-20845,149820628
00001-20845,149820781
00001-20845,149820784
00001-20845,149820785
00001-20845,149820786
00001-20845,165581680
00001-20845,165581711
00001-20845,165581735
00001-20845,165581749
00001-20845,165581756
00001-20845,165603235
00001-20847,147623466
00001-20847,147623493
00001-20848,147623106
00001-20871,147665830
00001-20871,147665834
00001-20872,147665810
00001-20873,147665890
00001-20873,147665892
00001-20874,147666284
00001-20874,147666286
00001-20875,147666198
00001-20876,147666228
00001-20876,147666233
00001-20876,147666238
00001-20877,147666245
00001-20877,147666247
00001-20878,147666261
00001-20878,147666262
00001-20879,147666264
00001-20879,147666265
00001-20880,147666272
00001-20880,147666275
00001-20880,147666277
00001-20881,147666305
00001-20881,147666307
00001-20882,148339293
00001-20882,148339296
00001-20882,148339325
00001-20882,148340133
00001-20882,148340144
00001-20882,148340149
00001-20882,148340151
00001-20882,148340154
00001-20882,148340162
00001-20883,148340189
00001-20883,148340191
00001-20884,148338937
00001-20884,148338981
00001-20884,148339031
00001-20884,148339054
00001-20884,148339110
00001-20884,148339145
00001-20884,148339155
00001-20884,148339160
00001-20884,148339171
00001-20889,147493717
00001-20889,147493720
00001-20889,147493722
00001-20890,149823094
00001-20890,149823095
00001-20891,149823102
00001-20892,149823103
00001-20893,149823105
00001-20893,149823107
00001-20893,149823116
00001-20893,149823117
00001-20894,149823110
00001-20894,149823113
00001-20894,149823114
00001-20895,147665388
00001-20895,147665406
00001-20895,147665408
00001-20895,147665414
00001-20895,147665415
00001-20895,147665419
00001-20895,147665420
00001-20895,147665428
00001-20895,147665433
00001-20895,147665439
00001-20895,147665440
00001-20895,147665442
00001-20896,147665443
00001-20897,147665448
00001-20897,147665449
00001-20898,147665453
00001-20899,147665459
00001-20899,147665461
00001-20899,147665470
00001-20899,147665474
00001-20899,147665486
00001-20899,147665493
00001-20899,147665497
00001-20899,147665498
00001-20899,147665501
00001-20899,147665502
00001-20899,147665508
00001-20899,147665510
00001-20899,147665525
00001-20901,147665516
00001-20901,147665520
00001-20901,147665530
00001-20901,147665541
00001-20901,147665542
00001-20901,147665544
00001-20901,147665545
00001-20901,147665550
00001-20920,147665561
00001-20920,147665572
00001-20920,147665576
00001-20920,147665578
00001-20920,147665580
00001-20920,147665586
00001-20920,147665588
00001-20920,147665590
00001-20920,147665595
00001-20920,147665602
00001-20920,147665605
00001-20920,147665607
00001-20920,147665609
00001-20920,147665618
00001-20920,147665619
00001-20920,147665627
00001-20920,147665629
00001-20920,147665632
00001-20920,147665637
00001-20920,147665641
00001-20920,147665643
00001-20920,147665646
00001-20920,147665649
00001-20920,147665650
00001-20920,147665653
00001-20920,147665655
00001-20920,147665658
00001-20920,147665659
00001-20920,147665664
00001-20920,147665666
00001-20920,147665668
00001-20920,147665676
00001-20920,147665681
00001-20920,147665684
00001-20920,147665687
00001-20920,147665690
00001-20920,147665695
00001-20921,147664573
00001-20922,147664496
00001-20922,147664498
00001-20923,148336190
00001-20923,148336203
00001-20924,148336266
00001-20925,149913812
00001-20925,149913818
00001-20925,149913821
00001-20925,149913824
00001-20925,149913826
00001-20925,149913830
00001-20925,149913844
00001-20925,149913846
00001-20926,149823234
00001-20926,149823236
00001-20927,149822191
00001-20927,149822192
00001-20928,149822193
00001-20928,149822194
00001-20929,149823202
00001-20929,149823203
00001-20930,149913792
00001-20931,149823190
00001-20931,149823192
00001-20931,149823193
00001-20932,149821888
00001-20932,149821890
00001-20933,149821900
00001-20933,149821901
00001-20933,149821902
00001-20934,149100605
00001-20934,149100688
00001-20934,149100691
00001-20934,149100701
00001-20934,149100705
00001-20934,149100718
00001-20934,149100732
00001-20934,149100745
00001-20934,149100767
00001-20934,149100773
00001-20934,149100795
00001-20935,149821912
00001-20935,149821915
00001-20935,149821918
00001-20936,149100951
00001-20937,149823139
00001-20937,149823141
00001-20937,149823144
00001-20937,149823147
00001-20937,149823164
00001-20937,149823167
00001-20937,149823172
00001-20938,149822488
00001-20938,149822504
00001-20938,149822511
00001-20938,149822542
00001-20938,149822545
00001-20938,149822549
00001-20938,149822557
00001-20938,149822563
00001-20938,149822566
00001-20938,149822567
00001-20938,149822568
00001-20938,149822569
00001-20938,149822588
00001-20938,149822591
00001-20938,149822593
00001-20938,149822918
00001-20938,149822919
00001-20938,149822920
00001-20938,149822934
00001-20938,149822948
00001-20938,149822952
00001-20938,149822953
00001-20938,149822997
00001-20938,149823002
00001-20938,149823005
00001-20939,149822964
00001-20939,149822968
00001-20939,149822969
00001-20939,149822971
00001-20939,149822972
00001-20939,149822984
00001-20939,149822987
00001-20939,149822989
00001-20939,149822996
00001-20940,149935578
00001-20940,149935590
00001-20940,149935612
00001-20940,149935664
00001-20940,149935671
00001-20940,149935714
00001-20940,149935736
00001-20941,147665335
00001-20941,147665337
00001-20942,147665352
00001-20942,147665354
00001-20942,147665356
00001-20942,147665358
00001-20942,147665361
00001-20942,147665365
00001-20942,147665369
00001-20942,147665372
00001-20942,147665378
00001-20942,147665379
00001-20942,147665381
00001-20943,149821883
00001-20943,149821884
00001-20944,147665282
00001-20944,147665287
00001-20944,147665288
00001-20945,149821895
00001-20945,149821896
00001-20946,147665298
00001-20946,147665300
00001-20946,147665303
00001-20946,147665308
00001-20946,147665314
00001-20946,147665318
00001-20946,147665320
00001-20950,147566557
00001-20952,147665863
00001-20952,147665865
00001-20952,147665867
00001-20960,148338830
00001-20960,148338850
00001-20960,148338875
00001-20960,148338882
00001-20963,147597844
00001-20963,147597850
00001-20965,148341482
00001-20965,148341494
00001-20965,148341519
00001-20965,148341521
00001-20965,148341526
00001-20965,148341530
00001-20965,148341536
00001-20965,148341539
00001-20965,148341540
00001-20965,148341547
00001-20965,148341552
00001-20965,148341709
00001-20965,148341715
00001-20965,148341762
00001-20965,148341766
00001-20965,148341776
00001-20965,148341799
00001-20965,148341856
00001-20965,148341876
00001-20965,148341879
00001-20965,148341891
00001-20965,148341921
00001-20965,148341940
00001-20965,148341946
00001-20965,148342039
00001-20965,148342130
00001-20965,148342134
00001-20965,148342524
00001-20965,148342535
00001-20965,148342538
00001-20965,148342568
00001-20965,148342571
00001-20965,148342578
00001-20965,148342752
00001-20965,148342779
00001-20965,148342830
00001-20965,148342851
00001-20965,148342866
00001-20965,148342908
00001-20965,148342934
00001-20965,148342947
00001-20965,148342953
00001-20965,148343005
00001-20965,148343458
00001-20965,148343461
00001-20965,148343469
00001-20965,148343480
00001-20965,148343756
00001-20965,148343773
00001-20965,148343803
00001-20965,148343816
00001-20965,148343855
00001-20965,148343878
00001-20965,148343905
00001-20965,148343921
00001-20965,148343928
00001-20965,148344043
00001-20965,148344232
00001-20965,148344237
00001-20965,148344426
00001-20965,148344474
00001-20965,149100547
00001-20965,149100558
00001-20965,149100565
00001-20965,149100569
00001-20967,147625319
00001-20968,147625338
00001-20969,147625271
00001-20969,147625289
00001-20970,147625470
00001-20970,147625514
00001-20970,147625539
00001-20970,147625547
00001-20971,147625622
00001-20972,147625696
00001-20973,146944801
00001-20973,146944804
00001-20974,147566571
00001-20975,147566516
00001-20975,147566517
00001-20977,147623723
00001-20978,147623926
00001-20978,147623969
00001-20979,147623779
00001-20979,147623798
00001-20979,147623834
00001-20980,147624055
00001-20980,147624099
00001-20981,147484578
00001-20981,147484598
00001-20981,147484611
00001-20981,147484677
00001-20981,147484811
00001-20981,147484821
00001-20981,147484854
00001-20982,147432052
00001-20983,147485376
00001-20983,147485397
00001-20983,147485460
00001-20983,147485515
00001-20983,147485660
00001-20983,147485704
00001-20983,147485754
00001-20983,147485770
00001-20984,147488394
00001-20984,147488409
00001-20984,147488430
00001-20984,147488438
00001-20985,147488864
00001-20985,147488913
00001-20985,147488934
00001-20985,147488951
00001-20985,147488982
00001-20985,147488991
00001-20985,147488996
00001-20985,147489057
00001-20985,147489533
00001-20985,147489535
00001-20985,147489632
00001-20985,147489645
00001-20985,147489664
00001-20985,147489680
00001-20985,147489688
00001-20985,147489700
00001-20985,147489713
00001-20985,147489721
00001-20985,147489784
00001-20985,147489792
00001-20985,147490327
00001-20985,147490354
00001-20985,147490409
00001-20985,147490425
00001-20985,147490463
00001-20986,147490596
00001-20986,147490603
00001-20986,147490619
00001-20986,147490632
00001-20986,147490642
00001-20986,147490649
00001-20986,147490689
00001-20986,147490741
00001-20986,147490757
00001-20986,147490774
00001-20986,147490782
00001-20986,147490788
00001-20986,147490796
00001-20986,147490799
00001-20986,147490803
00001-20986,147490811
00001-20986,147490813
00001-20986,147490816
00001-20986,147490827
00001-20986,147490837
00001-20986,147490843
00001-20986,147490876
00001-20986,147490890
00001-20986,147490899
00001-20986,147490914
00001-20986,147490945
00001-20986,147490948
00001-20986,147490955
00001-20986,147490961
00001-20986,147490970
00001-20986,147490980
00001-20986,147491007
00001-20986,147491014
00001-20986,147491016
00001-20986,147491022
00001-20986,147491026
00001-20986,147491029
00001-20986,147491031
00001-20986,147491032
00001-20986,147491035
00001-20986,147491041
00001-20986,147491046
00001-20986,147491050
00001-20986,147491052
00001-20986,147491059
00001-20987,147487950
00001-20987,147487973
00001-20987,147487979
00001-20988,147479442
00001-20988,147479454
00001-20990,147479483
00001-20991,147480124
00001-20991,147480185
00001-20991,147480236
00001-20991,147480262
00001-20991,147480353
00001-20991,147480377
00001-20991,147480384
00001-20991,147480427
00001-20991,147480557
00001-20991,147480605
00001-20991,147480638
00001-20991,147480675
00001-20991,147480689
00001-20991,147480902
00001-20991,147480979
00001-20991,147481009
00001-20991,147481073
00001-20991,147481145
00001-20991,147481186
00001-20991,147481229
00001-20991,147481268
00001-20991,147481402
00001-20991,147481429
00001-20991,147481531
00001-20991,147481556
00001-20991,147481577
00001-20991,147481621
00001-20991,147481648
00001-20991,147481735
00001-20991,147481961
00001-20991,147482060
00001-20991,147482126
00001-20991,147482144
00001-20991,147482160
00001-20991,147482204
00001-20991,147482241
00001-20991,147482265
00001-20991,147482322
00001-20991,147482345
00001-20991,147482358
00001-20991,147482409
00001-20991,147482772
00001-20991,147482825
00001-20991,147482881
00001-20991,147482901
00001-20991,147482941
00001-20991,147482983
00001-20991,147483003
00001-20992,147479375
00001-21010,147626967
00001-21010,147626973
00001-21011,147627010
00001-21011,147627031
00001-21011,147627063
00001-21011,147627093
00001-21011,147627153
00001-21011,147627160
00001-21012,147627193
00001-21012,147627234
00001-21012,147627269
00001-21012,147627279
00001-21013,147627444
00001-21013,147627466
00001-21014,147768162
00001-21015,147768039
00001-21015,147768047
00001-21015,147768056
00001-21015,147768064
00001-21015,147768070
00001-21015,147768072
00001-21015,147768075
00001-21016,147768081
00001-21134,147767756
00001-21136,147767757
00001-21140,147767759
00001-21142,147767762
00001-21144,147767764
00001-21146,147767765
00001-21146,147767766
00001-21148,147767768
00001-21150,147767775
00001-21150,147767778
00001-21150,147767780
00001-21152,147767785
00001-21152,147767786
00001-21152,147767789
00001-21152,147767790
00001-21152,147767795
00001-21153,147768158
00001-21154,147768152
00001-21154,147768154
00001-21154,147768155
00001-21208,147625736
00001-21208,147625744
00001-60053,146943711
00001-60053,146943713
00001-60053,146943715
00001-60055,146944442
00001-60094,147492413
00001-60098,147427015
00001-60098,157718050
00001-60098,157718053
00001-60098,157718055
00001-60102,147029051
00001-60106,147426824
00001-60106,147426871
00001-60108,147426881
00001-60110,147426901
00001-60110,147426910
00001-60114,147492345
00001-60122,147426973
00001-60125,147492427
00001-60125,147492428
00001-60125,147492429
00001-60125,147492430
00001-60126,147492433
00001-60126,147492545
00001-60126,147492560
00001-60126,147492562
00001-60127,147492829
00001-60136,146941879
00001-60136,146941885
00001-60137,146942443
00001-60137,146942447
00001-60137,146942551
00001-60137,146942669
00001-60137,146942702
00001-60137,146942707
00001-60137,146942710
00001-60137,146942712
00001-60137,146942713
00001-60137,146942761
00001-60137,146942762
00001-60137,146942763
00001-60137,146942766
00001-60137,146942775
00001-60137,146942784
00001-60138,146943416
00001-60154,147492307
00001-60154,157722096
00001-60159,146945150
00001-60159,146945152
00001-60159,146945153
00001-60163,146944531
00001-60163,157717984
00001-60166,146942387
00001-60166,146942402
00001-60166,146942406
00001-60166,146942407
00001-60167,146942409
00001-60169,147552249
00001-60170,147552254
00001-60170,147552255
00001-60171,146941890
00001-60172,146942116
00001-60172,146942118
00001-60172,146942119
00001-60172,146942128
00001-60172,146942131
00001-60172,146942149
00001-60172,146942153
00001-60173,146941899
00001-60174,146942059
00001-60175,146942412
00001-60175,146942421
00001-60176,146944457
00001-60177,146944445
00001-60179,146943673
00001-60179,146943675
00001-60180,146943721
00001-60180,146943964
00001-60181,146945145
00001-60181,146945146
00001-60183,147552269
00001-60183,147552271
00001-85016,147426978
00001-85016,147426985
317682-00024,147491128
317682-00358,147491079
317682-00361,147491136
317682-00362,147491142
317682-00363,147491177
317682-00363,147491227
317682-00363,147491244
317682-00363,147491258
317682-00363,147491271
317682-00363,147491277
317682-00473,147628770
317682-00473,147629548
317682-00473,147629566
317682-00473,147629645
317682-00474,147630051
317682-00474,147630123
317682-00474,147630180
317682-00474,147630206
317682-00474,147630279
317682-00474,147630293
317682-00474,147630353
317682-00474,147630381
317682-00475,147631018
317682-00475,147631496
317682-00475,147631541
317682-00475,147631787
317682-00476,147632594
317682-00477,147636950
317682-00479,149820988
317682-00479,149820989
317682-00479,149820990
317682-00479,149820991
317682-00480,149820994
317682-00480,149820995
317682-00480,149820996
317682-00480,149821453
317682-00480,149821460
317682-00481,149821507
317682-00481,149821508
317682-00481,149821509
317682-00481,149821531
317682-00481,149821533
317682-00481,149821535
317682-00481,149821538
317682-00481,149821542
317682-00481,149821545
317682-00481,149821547
317682-00482,149821566
317682-00482,149821571
317682-00482,149821577
317682-00482,149821585
317682-00482,149821593
317682-00482,149821597
317682-00482,149821602
317682-00482,149821775
317682-00484,148336770
317682-00484,148336774
317682-00484,148336779
317682-00484,148336792
317682-00484,148336804
317682-00484,148336825
317682-00484,148336834
317682-00484,148336851
317682-00484,148336866
317682-00484,148336903
317682-00484,148336922
317682-00484,148336930
317682-00484,148336939
317682-00485,149936195
317682-00485,149936203
317682-00486,148337033
317682-00486,148337055
317682-00486,148337058
317682-00486,148337065
317682-00487,149939567
317682-00488,149101450
317682-00488,149101463
317682-00488,149101470
317682-00488,149101475
317682-00488,149101681
317682-00490,148337401
317682-00490,148337421
317682-00490,148337484
317682-00490,148337487
317682-00490,148337497
317682-00495,148337830
317682-00495,148337837
317682-00495,148338185
317682-00495,148338191
317682-00495,148338209
317682-00597,146554597
317682-00597,146554600
317682-00597,146554601
317682-00597,146554978
317682-00598,146554607
317682-00598,146554979
317682-00598,146614325
317682-00599,146554980
317682-00599,146554981
317682-00599,146614323
317682-00600,146614322
317682-00601,146554618
317682-00601,146554984
317682-00601,146614326
317682-00602,146554636
317682-00602,146554987
317682-00603,146554637
317682-00603,146554988
317682-00605,146554686
317682-00605,146554993
317682-00606,146554999
00001-20503,146916213
00001-20504,146916223
00001-20505,146916215
00001-20505,146916218
00001-20506,146916229
00001-20507,147367383
00001-20507,147367391
00001-20507,147367404
00001-20508,147367504
00001-20509,147367717
00001-20510,147059554
00001-20511,147059559
00001-20512,147059688
00001-20513,147059580
00001-20514,147059598
00001-20514,147059601
00001-20515,146916066
00001-20519,147059146
00001-20522,147177584
00001-20523,147177634
00001-20524,147059449
00001-20525,147059509
00001-20525,147059515
00001-20527,147059497
00001-20528,147059755
00001-20528,147059759
00001-20529,147176882
00001-20529,147176886
00001-20530,147176901
00001-20531,147176910
00001-20532,147176924
00001-20533,147176928
00001-20534,147176956
00001-20535,147177358
00001-20536,147177755
00001-20537,147177767
00001-20538,147059097
00001-20538,147059111
00001-20539,147059126
00001-20540,147059143
00001-20541,147059526
00001-20542,147059534
00001-20543,147059780
00001-20544,147176980
00001-20545,147176987
00001-20546,147177005
00001-20546,147177044
00001-20547,147177059
00001-20548,147177068
00001-20549,147383427
00001-20550,147383435
00001-20551,147383455
00001-20552,147384530
00001-20553,147384549
00001-20554,148074305
00001-20554,148074312
00001-20555,147384562
00001-20556,147384585
00001-20556,147384597
00001-20557,147384611
00001-20558,147384631
00001-20559,147384680
00001-20560,147384698
00001-20561,147385400
00001-20562,147385435
00001-20563,147430885
00001-20564,147430909
00001-20565,147430996
00001-20565,147431013
00001-20566,147179757
00001-20567,147179760
00001-20568,147179765
00001-20571,147179773
00001-20572,147178259
00001-20573,147745418
00001-20574,147745426
00001-20575,147745445
00001-20576,147745456
00001-20590,149724740
00001-20590,149724746
00001-20591,147059942
00001-20592,147059960
00001-20593,147364228
00001-20594,147364402
00001-20594,147364411
00001-20595,147364432
00001-20596,147364511
00001-20597,147364519
00001-20598,147663432
00001-20599,147663441
00001-20599,147663445
00001-20599,147663451
00001-20599,147663457
00001-20600,147663467
00001-20601,147663482
00001-20601,147663484
00001-20601,147663488
00001-20601,147663493
00001-20602,147663516
00001-20602,147663521
00001-20602,147663530
00001-20602,147663568
00001-20602,147663570
00001-20602,147663600
00001-20603,147663632
00001-20603,147663640
00001-20604,147957763
00001-20605,147958036
00001-20605,147958052
00001-20606,147375287
00001-20608,147384518
00001-20609,147383558
00001-20610,147428344
00001-20611,147426752
00001-20612,147431037
00001-20613,147383569
00001-20614,148049093
00001-20615,148048990
00001-20615,148049000
00001-20616,148049045
00001-20617,148049135
00001-20618,148072024
00001-20619,148072052
00001-20620,148072071
00001-20621,148098220
00001-20622,148098332
00001-20622,148098334
00001-20623,148098816
00001-20624,147445002
00001-20625,147444990
00001-20625,147444993
00001-20643,147745407
00001-20644,147745500
00001-20645,147745513
00001-20646,147745535
00001-20647,147745553
00001-20648,147745876
00001-20649,147745936
00001-20651,147793011
00001-20651,147793061
00001-20652,147793467
00001-20652,147793481
00001-20652,147793497
00001-20652,147793571
00001-20652,147793616
00001-20652,147793639
00001-20654,147793695
00001-20655,147955027
00001-20656,147955062
00001-20660,147955813
00001-20660,147955843
00001-20660,147955886
00001-20660,147956075
00001-20660,147956100
00001-20660,147956127
00001-20660,147956143
00001-20660,147956207
00001-20661,147955566
00001-20665,147384951
00001-20666,147384985
00001-20667,147385027
00001-20668,147355552
00001-20669,147355583
00001-20670,147355664
00001-20670,147355681
00001-20671,147355735
00001-20673,147383599
00001-20673,147383602
00001-20679,149370804
00001-20717,147955470
00001-20717,147955487
00001-20718,147956360
00001-20756,147431298
00001-20756,147431436
00001-20756,147431551
00001-20756,147431624
00001-20756,147431659
00001-20756,147431671
00001-20756,147431736
00001-20756,147431746
00001-20756,147431759
00001-20756,147431777
00001-20756,147431827
00001-20756,147431935
00001-20756,147431970
00001-20756,147431987
00001-20756,147432010
00001-20756,147433475
00001-20757,147366508
00001-20758,147178290
00001-20758,147178325
00001-20758,147178345
00001-20768,147445037
00001-20769,147355888
00001-20787,148072512
00001-20787,148072519
00001-20807,147366319
00001-20808,147366326
00001-20809,147366335
00001-20810,147605902
00001-20812,147366367
00001-20813,147366380
00001-20814,147366402
00001-20814,147366410
00001-20815,147366456
00001-20816,147366472
00001-20817,147366478
00001-20818,147605831
00001-20819,147605806
00001-20820,147366576
00001-20820,147366585
00001-20821,147366601
00001-20822,147605841
00001-20828,147605918
00001-20840,147956490
00001-20841,147956692
00001-20842,147956905
00001-20842,147956937
00001-20843,147957069
00001-20844,147957207
00001-20845,147957447
00001-20845,147957493
00001-20847,147366798
00001-20848,147366706
00001-20848,147366756
00001-20871,147605929
00001-20871,147605933
00001-20871,147605938
00001-20871,147605949
00001-20871,147605991
00001-20872,147605910
00001-20873,147606032
00001-20874,147648479
00001-20874,147648488
00001-20875,147648128
00001-20876,147648254
00001-20877,147648275
00001-20877,147648302
00001-20878,147648320
00001-20879,147648344
00001-20879,147648379
00001-20879,147648407
00001-20879,147648426
00001-20880,147648452
00001-20881,147648618
00001-20882,147663077
00001-20882,147663089
00001-20883,147663113
00001-20883,147663117
00001-20884,147662729
00001-20884,147662963
00001-20884,147662982
00001-20884,147663007
00001-20884,147663013
00001-20889,147383493
00001-20890,148074343
00001-20890,148074353
00001-20891,148074365
00001-20892,148074377
00001-20893,148074420
00001-20894,148074447
00001-20894,148074467
00001-20895,147435517
00001-20896,147435539
00001-20897,147435691
